mfcc,zero_crossing_rate,spectral_centroid,spectral_rolloff,spectral_contrast,chroma,tempo,key,energy,valence,danceability,file_path,duration,length,sample_rate,genre,subgenre,label,filename,dataset,extraction_date
"[-35.034767150878906, 60.33349609375, 8.992711067199707, 14.375809669494629, 9.961292266845703, 15.686774253845215, -0.44199833273887634, 4.2533440589904785, -4.97665548324585, 1.9061611890792847, -2.865095853805542, 5.689970970153809, -0.5214976668357849, 91.788818359375, 30.90268325805664, 21.75514793395996, 12.282805442810059, 10.929853439331055, 10.096769332885742, 9.027681350708008, 8.029465675354004, 8.196390151977539, 8.56472110748291, 7.639454364776611, 7.111110687255859, 7.418349742889404]",0.1414871380602052,3225.401404298207,6919.940153908781,"[21.321068059653243, 14.0784334483566, 16.633973002771935, 15.494212865882307, 16.288948164247362, 15.579258653657302, 47.657918203093594]","[0.46987229585647583, 0.5102798938751221, 0.40907377004623413, 0.37744536995887756, 0.34289103746414185, 0.4532972574234009, 0.4505448043346405, 0.393446683883667, 0.47305741906166077, 0.4740884006023407, 0.6080375909805298, 0.48296767473220825]",143.5546875,E,0.2072525918483734,1.0,0.7,/Users/alessandro/Music/personal_dataset/electronic/trance/On The Move (Radio Edit).flac,215.0,215.0,22050,electronic,trance,electronic_trance,On The Move (Radio Edit).flac,personal,2025-09-20 14:47:07.173728
"[-75.7053451538086, 85.3591079711914, -26.162246704101562, 23.599468231201172, 9.102363586425781, 14.198284149169922, 3.304250478744507, 14.218830108642578, 2.848512887954712, 7.079826354980469, 2.7469518184661865, 3.8640685081481934, -2.093480110168457, 72.77910614013672, 33.279563903808594, 24.875816345214844, 11.179121971130371, 8.872954368591309, 7.702474117279053, 7.587596893310547, 8.588600158691406, 6.975645542144775, 7.185310363769531, 6.84615421295166, 6.047183036804199, 5.952672481536865]",0.11361083831078111,2475.2587152133724,5045.228410524653,"[21.460352010212098, 13.828175188537358, 15.03135628706249, 14.72174194285829, 15.788495114240185, 16.80705020057674, 48.987454636752304]","[0.5457472205162048, 0.4886201322078705, 0.5348668098449707, 0.6212185621261597, 0.5607038140296936, 0.5240316987037659, 0.5692766308784485, 0.5367141962051392, 0.6261148452758789, 0.5826704502105713, 0.5162338018417358, 0.49427807331085205]",143.5546875,D,0.12840227782726288,0.8250862384044575,0.7,/Users/alessandro/Music/personal_dataset/electronic/trance/Public Domain - Operation Blade (Bass In The Place) [Official HD Music Video].flac,184.8889342403628,184.8889342403628,22050,electronic,trance,electronic_trance,Public Domain - Operation Blade (Bass In The Place) [Official HD Music Video].flac,personal,2025-09-20 14:47:07.173728
"[-114.70216369628906, 85.34477996826172, -0.5125086307525635, 8.197912216186523, -1.1752816438674927, 0.13354013860225677, -2.801326036453247, 2.0087876319885254, -2.6861133575439453, 5.535482406616211, -1.1343450546264648, 3.832216262817383, -5.873301029205322, 102.09188842773438, 32.57654571533203, 26.794221878051758, 14.592647552490234, 12.815935134887695, 13.374099731445312, 9.87561321258545, 8.208897590637207, 8.591814041137695, 7.833165645599365, 7.472280979156494, 6.453704357147217, 6.410151958465576]",0.13064222331201622,2702.2635474002236,5809.913695048871,"[19.067879262859805, 13.299308064739233, 15.091146004111664, 15.01935935464816, 15.507363065114959, 15.93649929195627, 48.37059316783081]","[0.41189077496528625, 0.46012911200523376, 0.4297367334365845, 0.5766627788543701, 0.6358152627944946, 0.5466455817222595, 0.4885522723197937, 0.39248278737068176, 0.4478332996368408, 0.39445334672927856, 0.4655836224555969, 0.49387118220329285]",135.99917763157896,D,0.10167766362428665,0.9007545158000745,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Safri Duo - Played-A-Live (Enhanced Video).flac,191.97102040816327,191.97102040816327,22050,electronic,trance,electronic_trance,Safri Duo - Played-A-Live (Enhanced Video).flac,personal,2025-09-20 14:47:07.173728
"[-166.17510986328125, 100.85578918457031, 11.323990821838379, 23.98084831237793, 1.468412160873413, 9.509505271911621, 7.4725213050842285, 8.125956535339355, 2.3054745197296143, 6.668569564819336, -1.0571978092193604, 2.486222982406616, -0.06836656481027603, 106.25978088378906, 48.79296875, 29.091623306274414, 15.110553741455078, 13.00996208190918, 13.651017189025879, 12.5633544921875, 11.01626205444336, 9.474132537841797, 9.40393352508545, 8.327336311340332, 6.855411052703857, 7.418360233306885]",0.06476369333791208,2030.0054814595271,4433.448711688702,"[21.9005634382827, 15.59066985199487, 16.05998337547208, 17.016991151585213, 16.82854892092878, 17.3786300617732, 47.34800405309404]","[0.607405960559845, 0.4916967451572418, 0.46527618169784546, 0.35343170166015625, 0.2814820110797882, 0.25616198778152466, 0.3565340042114258, 0.3301321566104889, 0.4074031412601471, 0.48465225100517273, 0.5865082740783691, 0.7423492670059204]",89.10290948275862,G,0.1389375776052475,0.6766684938198424,0.4,/Users/alessandro/Music/personal_dataset/electronic/trance/Sash! -  Encore Une Fois (Official Video).flac,211.2853514739229,211.2853514739229,22050,electronic,trance,electronic_trance,Sash! -  Encore Une Fois (Official Video).flac,personal,2025-09-20 14:47:07.173728
"[-46.94298553466797, 90.43998718261719, -10.612992286682129, 28.739965438842773, 5.960601806640625, 19.935630798339844, 3.021075487136841, 5.608968257904053, -3.8586370944976807, 4.672660827636719, -0.13809338212013245, 7.514856338500977, 0.25699156522750854, 82.6032943725586, 33.860897064208984, 23.56348419189453, 15.842171669006348, 11.175061225891113, 9.39654541015625, 9.473052024841309, 8.764093399047852, 10.119858741760254, 8.871750831604004, 7.277117729187012, 5.696314811706543, 6.041878700256348]",0.08616901519279915,2246.6996950336174,4789.275282574789,"[18.15660813602794, 14.527053324590922, 16.474398752030755, 15.394192695860237, 16.332502986848088, 16.303624908312525, 49.69927138016079]","[0.45277902483940125, 0.45045825839042664, 0.5004819631576538, 0.4625025689601898, 0.41897085309028625, 0.43963131308555603, 0.45557138323783875, 0.7153018712997437, 0.5872327089309692, 0.5698326826095581, 0.5735936760902405, 0.5212262868881226]",135.99917763157896,G,0.2573554515838623,0.7488998983445392,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Blood Is Pumpin'.flac,463.37333333333333,463.37333333333333,22050,electronic,trance,electronic_trance,Blood Is Pumpin'.flac,personal,2025-09-20 14:47:07.173728
"[-131.3750457763672, 138.02615356445312, 1.9591602087020874, 17.290142059326172, -0.1427927017211914, 8.245247840881348, 4.009407043457031, 0.0921187698841095, -0.09235548973083496, 6.044885635375977, -0.05202048271894455, 3.495823383331299, -3.4626851081848145, 104.99860382080078, 37.69229507446289, 32.81373977661133, 19.246091842651367, 12.040806770324707, 10.59046459197998, 8.886589050292969, 7.833588600158691, 6.927815914154053, 7.5241312980651855, 6.8375725746154785, 7.400740146636963, 6.229077339172363]",0.06172117166442048,1556.5974547904568,3131.567345961085,"[22.05510925412391, 14.619439344087906, 16.5295351017494, 16.629457455957755, 17.022638807415547, 17.396127004479766, 47.412940723429564]","[0.3934940993785858, 0.3808549642562866, 0.5186746120452881, 0.40187540650367737, 0.3521633446216583, 0.33048197627067566, 0.5911359190940857, 0.500933825969696, 0.38065266609191895, 0.44621726870536804, 0.43072235584259033, 0.5406332612037659]",135.99917763157896,G,0.1453690528869629,0.5188658182634857,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Motorcycle - As The Rush Comes (Official Music Video).flac,215.34190476190477,215.34190476190477,22050,electronic,trance,electronic_trance,Motorcycle - As The Rush Comes (Official Music Video).flac,personal,2025-09-20 14:47:07.173728
"[-40.63886642456055, 112.1806411743164, 2.7189409732818604, 19.34747314453125, 6.900068759918213, 3.8087258338928223, 4.554681777954102, 0.651380181312561, 1.1699353456497192, 4.477516174316406, -2.4314849376678467, 3.1503570079803467, -0.22933565080165863, 66.49873352050781, 42.34396743774414, 28.195419311523438, 14.140957832336426, 11.670913696289062, 10.591009140014648, 9.104471206665039, 9.770326614379883, 8.03765869140625, 7.603024005889893, 7.35330867767334, 7.020576477050781, 6.719111919403076]",0.07413094451970816,2053.9573473178034,4455.276571298286,"[22.48672900129052, 15.956958657891823, 19.27028941730276, 19.02751747393718, 18.32052373085983, 17.972218466405007, 46.550885621278894]","[0.4569202661514282, 0.3430325388908386, 0.5806863903999329, 0.3317191004753113, 0.33566027879714966, 0.4704471826553345, 0.3433822989463806, 0.4273589253425598, 0.3734741508960724, 0.5321114659309387, 0.4063316285610199, 0.3311624526977539]",129.19921875,C,0.3159678280353546,0.6846524491059345,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Reflekt - Need To Feel Loved (Adam K & Soha Edit) (Official Video).flac,191.72721088435375,191.72721088435375,22050,electronic,trance,electronic_trance,Reflekt - Need To Feel Loved (Adam K & Soha Edit) (Official Video).flac,personal,2025-09-20 14:47:07.173728
"[-147.6803436279297, 106.96862030029297, 33.56460952758789, 19.531734466552734, 6.4368462562561035, 11.82937240600586, 3.884097099304199, 5.91495418548584, 1.4130373001098633, 5.927379131317139, 1.2066872119903564, 5.130333423614502, -0.7903377413749695, 125.1942367553711, 49.333709716796875, 26.500835418701172, 16.596113204956055, 14.240689277648926, 10.06866455078125, 9.661752700805664, 6.880224704742432, 7.1658525466918945, 8.247947692871094, 8.865758895874023, 7.876695156097412, 7.672190189361572]",0.08045670627979394,2078.701974324713,4736.873670235132,"[20.905431676097592, 14.01183907999785, 17.756176201113973, 19.27091345404545, 19.604585877504956, 18.332863407213942, 47.96487627959808]","[0.6243852376937866, 0.4366925358772278, 0.3299025297164917, 0.37909695506095886, 0.40701523423194885, 0.6491469740867615, 0.4033396542072296, 0.4313567578792572, 0.4888446033000946, 0.36086151003837585, 0.3321722149848938, 0.3908153474330902]",135.99917763157896,C,0.14478737115859985,0.6929006581082376,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Robert Miles - Children [Dream Version].flac,452.97492063492064,452.97492063492064,22050,electronic,trance,electronic_trance,Robert Miles - Children [Dream Version].flac,personal,2025-09-20 14:47:07.173728
"[-132.15235900878906, 71.4269027709961, 10.40165901184082, 28.261707305908203, -0.1048206016421318, 16.288536071777344, 0.17153407633304596, 2.218641519546509, -0.5580129623413086, 4.641563415527344, -7.693182468414307, -0.4496614933013916, -5.553533554077148, 119.82768249511719, 36.2978401184082, 28.56471061706543, 16.623489379882812, 13.486186981201172, 14.512837409973145, 11.792624473571777, 12.368667602539062, 7.3786773681640625, 8.304203987121582, 8.82239055633545, 8.209627151489258, 7.655845642089844]",0.13108827983682544,2892.376118913975,6049.542543619988,"[20.614762330161636, 15.937881066162847, 19.03708729967179, 18.377876670233203, 18.41686413679959, 17.41474647309958, 49.643158155001714]","[0.3735089898109436, 0.3652474880218506, 0.5329752564430237, 0.38537168502807617, 0.3256491422653198, 0.3856886029243469, 0.3792136609554291, 0.46686846017837524, 0.3442511260509491, 0.4310705363750458, 0.43346112966537476, 0.338808536529541]",89.10290948275862,C,0.10555053502321243,0.9641253729713251,0.4,/Users/alessandro/Music/personal_dataset/electronic/trance/Olive - You're Not Alone (Video).flac,231.05020408163264,231.05020408163264,22050,electronic,trance,electronic_trance,Olive - You're Not Alone (Video).flac,personal,2025-09-20 14:47:07.173728
"[-144.28057861328125, 72.83330535888672, -29.61144256591797, 4.673398017883301, 7.298519611358643, 18.155284881591797, 8.469928741455078, 16.958637237548828, 6.308516025543213, 7.584137439727783, 0.5042781829833984, 4.5083699226379395, -0.725882351398468, 88.94439697265625, 44.3054084777832, 36.24496078491211, 18.542701721191406, 16.643640518188477, 14.877884864807129, 11.983718872070312, 11.157112121582031, 10.600482940673828, 8.988655090332031, 8.807358741760254, 8.214122772216797, 7.826196670532227]",0.11238154083976928,2523.5008749883964,5164.233226591523,"[21.81864508003038, 15.493375042571355, 16.819879964565786, 16.514902687523936, 17.54042451997141, 16.52435119518403, 47.43261863983156]","[0.3960869312286377, 0.3503582775592804, 0.37041234970092773, 0.3569910526275635, 0.45231786370277405, 0.39058515429496765, 0.4520951211452484, 0.49588489532470703, 0.5002328157424927, 0.5653862357139587, 0.5044984221458435, 0.5449718236923218]",135.99917763157896,G,0.10357383638620377,0.8411669583294654,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Dj Jean - The Launch (Official Video).flac,237.5053514739229,237.5053514739229,22050,electronic,trance,electronic_trance,Dj Jean - The Launch (Official Video).flac,personal,2025-09-20 14:47:07.173728
"[-104.63048553466797, 79.93338775634766, 20.747522354125977, 12.888901710510254, -1.8784000873565674, 12.3847017288208, -5.764437198638916, 5.515868186950684, -7.113681793212891, 4.277986526489258, -7.212283611297607, 1.6315919160842896, -2.0620956420898438, 98.08834075927734, 37.763587951660156, 20.327186584472656, 15.94375228881836, 14.741271018981934, 16.50369644165039, 10.668619155883789, 8.828956604003906, 8.072624206542969, 8.442944526672363, 11.291678428649902, 9.412534713745117, 7.4178876876831055]",0.09793439039366025,2694.912648601508,5956.620216985382,"[19.95814948442959, 13.881175306047737, 19.30100593411879, 18.202527231280797, 17.0218536463517, 15.669930489359492, 49.89141623692407]","[0.30650126934051514, 0.20953468978405, 0.2174234688282013, 0.27020567655563354, 0.3044896423816681, 0.3768227994441986, 0.31424930691719055, 0.4229596257209778, 0.5687314867973328, 0.51192706823349, 0.5399211645126343, 0.31703615188598633]",129.19921875,E,0.16457700729370117,0.8983042162005026,1.0,/Users/alessandro/Music/personal_dataset/electronic/trance/Faithless - God Is a DJ (Official Video).flac,208.5760090702948,208.5760090702948,22050,electronic,trance,electronic_trance,Faithless - God Is a DJ (Official Video).flac,personal,2025-09-20 14:47:07.173728
"[-64.34300994873047, 83.89757537841797, 3.3340249061584473, 1.554466962814331, -1.4177963733673096, 11.381131172180176, 1.4526982307434082, 5.261154651641846, -6.497361183166504, 7.077090263366699, -6.744532585144043, 4.696475028991699, -0.5848124027252197, 111.31816101074219, 44.73777770996094, 18.041860580444336, 23.60944366455078, 12.116815567016602, 12.757844924926758, 9.460432052612305, 9.877070426940918, 10.025528907775879, 9.428890228271484, 9.67103099822998, 8.026590347290039, 8.51301097869873]",0.12338243392070485,2673.8934661218773,5780.87196596308,"[19.506241343794393, 15.359657558167553, 18.4100468622321, 18.019810272156622, 18.543572784232335, 17.479974567944822, 48.61815341819891]","[0.6148290038108826, 0.3598059415817261, 0.37937015295028687, 0.440743088722229, 0.2918650507926941, 0.3000398576259613, 0.2925911247730255, 0.48653367161750793, 0.3510102927684784, 0.3279851973056793, 0.39311543107032776, 0.38321754336357117]",92.28515625,C,0.21196453273296356,0.8912978220406258,0.4,/Users/alessandro/Music/personal_dataset/electronic/trance/Ian Van Dahl - Castles in the Sky.flac,226.64535147392291,226.64535147392291,22050,electronic,trance,electronic_trance,Ian Van Dahl - Castles in the Sky.flac,personal,2025-09-20 14:47:07.173728
"[-91.13054656982422, 87.30813598632812, -6.745079040527344, 1.1460601091384888, 4.362910270690918, 9.14066219329834, 6.770163059234619, 7.839908599853516, 1.3867563009262085, 6.238947868347168, -1.086311936378479, 2.7798221111297607, 0.35105422139167786, 92.36878204345703, 40.693511962890625, 36.19050598144531, 19.975418090820312, 17.285743713378906, 15.256012916564941, 10.695751190185547, 10.045806884765625, 10.103920936584473, 10.057343482971191, 8.450519561767578, 9.484149932861328, 8.105547904968262]",0.09348709727764767,2392.3109321272377,5108.417979017814,"[21.62892977567003, 15.454142313058222, 17.8784689782939, 17.375145565360597, 17.920539023797982, 16.89800759898786, 47.21844504831669]","[0.38158276677131653, 0.3502347767353058, 0.42239972949028015, 0.35277047753334045, 0.421527624130249, 0.4997078478336334, 0.3906168043613434, 0.41295984387397766, 0.46664267778396606, 0.6041298508644104, 0.5498215556144714, 0.41447386145591736]",143.5546875,C,0.1852724701166153,0.7974369773757459,0.7,/Users/alessandro/Music/personal_dataset/electronic/trance/Lasgo - Something   (OFFICIAL VIDEO).flac,242.92267573696145,242.92267573696145,22050,electronic,trance,electronic_trance,Lasgo - Something   (OFFICIAL VIDEO).flac,personal,2025-09-20 14:47:07.173728
"[-91.42491912841797, 92.06855010986328, 8.317839622497559, 18.536191940307617, 12.88096809387207, 15.850091934204102, 3.1097614765167236, 9.407630920410156, 2.499830961227417, 7.586261749267578, -0.7920233607292175, 3.9754416942596436, -0.9368209838867188, 91.81299591064453, 41.25201416015625, 16.626455307006836, 11.518779754638672, 7.9987711906433105, 8.681232452392578, 7.16584587097168, 6.901860237121582, 5.971315860748291, 6.37521505355835, 5.86094856262207, 5.559229373931885, 5.683044910430908]",0.05865948999389606,2263.0233194364823,5085.40727969949,"[21.976354900353613, 14.183287023317266, 16.340851263562815, 15.627456095552844, 16.291007718675093, 15.742992306929464, 48.142441425320364]","[0.5010694265365601, 0.5375469923019409, 0.5429754853248596, 0.6135970950126648, 0.48662886023521423, 0.47857871651649475, 0.5328842997550964, 0.40380793809890747, 0.3771487772464752, 0.34483855962753296, 0.39682990312576294, 0.4550650417804718]",143.5546875,E,0.21012349426746368,0.7543411064788275,0.7,/Users/alessandro/Music/personal_dataset/electronic/trance/4 Strings - Into The Night (The Politics Of Dancing).flac,332.84267573696144,332.84267573696144,22050,electronic,trance,electronic_trance,4 Strings - Into The Night (The Politics Of Dancing).flac,personal,2025-09-20 14:47:07.173728
"[-127.32173919677734, 114.49517822265625, 30.724346160888672, 35.91251754760742, 18.95543670654297, 9.039052963256836, 8.420354843139648, 0.803715705871582, 0.9451450109481812, 4.633754253387451, -6.531837463378906, -0.6507269740104675, -3.534461736679077, 78.26519012451172, 33.04135513305664, 22.748958587646484, 18.949987411499023, 12.475849151611328, 12.147867202758789, 9.641910552978516, 9.224201202392578, 7.9815497398376465, 8.34242057800293, 7.7831196784973145, 7.340498447418213, 6.762037754058838]",0.04312245968816631,1519.8701663792062,3271.3976795708954,"[22.580062714194504, 17.892770041750126, 20.052436100794395, 19.757110237496942, 18.194198445945474, 18.189026896791, 45.967741762358806]","[0.6346498727798462, 0.3460600972175598, 0.24002014100551605, 0.3467985689640045, 0.371482253074646, 0.39024120569229126, 0.27882978320121765, 0.3172896206378937, 0.20063216984272003, 0.1841316521167755, 0.31441253423690796, 0.38479307293891907]",161.4990234375,C,0.24565331637859344,0.5066233887930688,0.4,/Users/alessandro/Music/personal_dataset/electronic/downtempo/In The Waiting Line.flac,272.24,272.24,22050,electronic,downtempo,electronic_downtempo,In The Waiting Line.flac,personal,2025-09-20 14:47:07.173728
"[-157.39254760742188, 132.1333770751953, -15.297012329101562, 26.665382385253906, 11.40037727355957, 11.157235145568848, -1.4041451215744019, 11.993229866027832, 4.027961730957031, 8.856663703918457, 1.6676218509674072, 4.071914196014404, -5.2420172691345215, 90.43914794921875, 35.49189758300781, 24.300453186035156, 15.493502616882324, 11.949854850769043, 11.280184745788574, 6.834777355194092, 8.005732536315918, 7.70480489730835, 7.82468843460083, 5.65210485458374, 6.708316802978516, 5.633066177368164]",0.05488579783181774,1487.337575911872,3139.3418694299,"[18.387936268983974, 15.412317427891962, 18.83285205259561, 19.494848357571033, 19.1681252210326, 18.667061592272436, 48.50702139058538]","[0.20090419054031372, 0.36525648832321167, 0.4034411311149597, 0.25323978066444397, 0.33699649572372437, 0.2553422451019287, 0.40197834372520447, 0.4538344442844391, 0.5838974714279175, 0.7880325317382812, 0.46551111340522766, 0.3126475512981415]",161.4990234375,D,0.11826890707015991,0.495779191970624,0.4,/Users/alessandro/Music/personal_dataset/electronic/downtempo/Thievery Corporation - Sweet Tides [Official Music Video].flac,240.01310657596372,240.01310657596372,22050,electronic,downtempo,electronic_downtempo,Thievery Corporation - Sweet Tides [Official Music Video].flac,personal,2025-09-20 14:47:07.173728
"[-96.82009887695312, 103.84274291992188, 10.215497016906738, 28.49431610107422, -0.5630309581756592, 8.980849266052246, -9.03631591796875, 2.439391613006592, -9.005949974060059, -3.5286953449249268, -12.743878364562988, -7.167068958282471, -9.259739875793457, 88.90438842773438, 35.33645248413086, 25.161014556884766, 15.290011405944824, 14.221379280090332, 15.542344093322754, 11.519474029541016, 11.64507007598877, 9.572154998779297, 10.866043090820312, 8.55892276763916, 9.321049690246582, 9.0877685546875]",0.06974539950370943,1912.0172824749911,4164.236387995781,"[20.830511150317392, 17.55858507353212, 21.611889109540606, 20.93879663764808, 18.835280944508483, 17.774198020158234, 49.47575912496493]","[0.24817238748073578, 0.34540754556655884, 0.29275813698768616, 0.47323325276374817, 0.4173663854598999, 0.21428842842578888, 0.23974943161010742, 0.27097123861312866, 0.5390031933784485, 0.28801822662353516, 0.21383458375930786, 0.3387214243412018]",99.38401442307692,D,0.23344799876213074,0.6373390941583303,0.4,/Users/alessandro/Music/personal_dataset/electronic/downtempo/Stay The Same.flac,284.8,284.8,22050,electronic,downtempo,electronic_downtempo,Stay The Same.flac,personal,2025-09-20 14:47:07.173728
"[-119.17108917236328, 149.73973083496094, -4.98096227645874, 23.33169937133789, 11.849560737609863, 6.679402828216553, 4.516234397888184, 2.2306783199310303, -0.4571760594844818, 3.4339957237243652, -5.038174629211426, 0.6688165664672852, 0.3706493377685547, 76.6979751586914, 36.756805419921875, 29.540912628173828, 17.834880828857422, 18.2353572845459, 17.353450775146484, 13.911935806274414, 12.205306053161621, 12.711443901062012, 13.793805122375488, 10.519366264343262, 9.961992263793945, 7.787939071655273]",0.04649105335182963,1189.6770181375248,2309.757031015672,"[20.09373340342504, 16.528186373267687, 19.123825709746953, 18.79971643573185, 19.625138257615028, 20.769710750148008, 48.74307147129935]","[0.27687767148017883, 0.43952515721321106, 0.3384644687175751, 0.39804092049598694, 0.38289377093315125, 0.5213484764099121, 0.49603691697120667, 0.354329377412796, 0.34453895688056946, 0.3161030411720276, 0.4916299283504486, 0.3066040277481079]",86.1328125,E,0.27919265627861023,0.3965590060458416,0.4,/Users/alessandro/Music/personal_dataset/electronic/downtempo/James Blake - Coming Back (Lyric Video) ft. SZA.flac,193.5267573696145,193.5267573696145,22050,electronic,downtempo,electronic_downtempo,James Blake - Coming Back (Lyric Video) ft. SZA.flac,personal,2025-09-20 14:47:07.173728
"[-114.49623107910156, 111.86911010742188, -6.287038803100586, 24.374542236328125, 9.182924270629883, 11.310707092285156, -2.0257508754730225, 10.98505973815918, -7.897134304046631, -0.7002399563789368, -4.143133163452148, 0.3447047770023346, -6.460175514221191, 103.4350814819336, 37.15204620361328, 24.465288162231445, 18.31228256225586, 13.927803993225098, 17.49219512939453, 11.495944023132324, 11.947657585144043, 9.79121208190918, 11.024534225463867, 9.976707458496094, 8.647421836853027, 10.184210777282715]",0.07131389278234067,1787.8347619014426,3840.221550784394,"[22.65874798677398, 18.066131298764578, 20.653483729225663, 20.63106126714594, 21.314016813958442, 19.33814520721727, 49.59837225267265]","[0.3078210949897766, 0.39395904541015625, 0.29689571261405945, 0.4768294394016266, 0.22562682628631592, 0.2838866412639618, 0.39198780059814453, 0.3143742084503174, 0.512976884841919, 0.2837458550930023, 0.2871602177619934, 0.3256637156009674]",99.38401442307692,E,0.2028079330921173,0.5959449206338142,0.4,/Users/alessandro/Music/personal_dataset/electronic/downtempo/Give It Away.flac,317.3333333333333,317.3333333333333,22050,electronic,downtempo,electronic_downtempo,Give It Away.flac,personal,2025-09-20 14:47:07.173728
"[-150.4037322998047, 134.3212127685547, -1.119331955909729, 21.12897300720215, -5.7478251457214355, 3.2154176235198975, 0.8821265697479248, 3.740832805633545, -8.09457778930664, -4.753787040710449, 0.8473290801048279, 7.829050540924072, 4.677539348602295, 109.56575012207031, 39.87339401245117, 32.61698532104492, 22.799814224243164, 14.991382598876953, 18.549528121948242, 10.842418670654297, 10.74692440032959, 12.4730224609375, 10.102127075195312, 9.08914566040039, 8.495558738708496, 7.643189907073975]",0.04141218614316727,1292.3376219052818,2696.5061869786905,"[23.510953875591042, 16.49423454939179, 20.5117029207584, 20.063580334204282, 19.87223253710684, 19.68754464384512, 50.0752150176818]","[0.3052137494087219, 0.3791714012622833, 0.6866686344146729, 0.32842153310775757, 0.2881750464439392, 0.285885214805603, 0.4203829765319824, 0.33557647466659546, 0.33171847462654114, 0.4326619505882263, 0.35031458735466003, 0.4216749668121338]",117.45383522727273,G,0.23335108160972595,0.4307792073017606,0.7,/Users/alessandro/Music/personal_dataset/electronic/downtempo/George FitzGerald - Burns (Official Audio).flac,254.01600907029479,254.01600907029479,22050,electronic,downtempo,electronic_downtempo,George FitzGerald - Burns (Official Audio).flac,personal,2025-09-20 14:47:07.173728
"[-109.96867370605469, 87.22643280029297, -8.883349418640137, 16.135147094726562, 10.489351272583008, 14.806806564331055, 4.553224563598633, 12.702644348144531, 3.9173951148986816, 7.898477077484131, 2.1469480991363525, 7.7592010498046875, 1.3495042324066162, 119.32644653320312, 30.787378311157227, 20.512514114379883, 15.569591522216797, 11.037440299987793, 12.943593978881836, 11.02817440032959, 9.77364730834961, 8.065281867980957, 7.910843372344971, 6.814179420471191, 7.22377872467041, 6.432256698608398]",0.0794091068097015,2132.4663972246285,4636.422496143083,"[20.167718283416146, 13.679898685738438, 15.492296902163488, 16.41670457918646, 17.178972708422894, 15.979741882378896, 48.025665156090575]","[0.4735584855079651, 0.6521707773208618, 0.4727693796157837, 0.5369899272918701, 0.5821881890296936, 0.46715426445007324, 0.5231813788414001, 0.5432782769203186, 0.6680113673210144, 0.5580840706825256, 0.5063003897666931, 0.525379478931427]",107.666015625,D,0.1924075335264206,0.7108221324082095,0.7,/Users/alessandro/Music/personal_dataset/electronic/downtempo/Jon Hopkins - Emerald Rush (Official Video).flac,202.24,202.24,22050,electronic,downtempo,electronic_downtempo,Jon Hopkins - Emerald Rush (Official Video).flac,personal,2025-09-20 14:47:07.173728
"[-185.8723907470703, 152.8639678955078, -9.628267288208008, 12.69089412689209, 1.094003438949585, -3.6612465381622314, -4.70106315612793, -4.548730373382568, -10.73387622833252, -4.272490978240967, -0.48949161171913147, 2.722273826599121, 1.5717438459396362, 79.58818817138672, 37.18967819213867, 25.21201515197754, 20.504838943481445, 16.79010009765625, 13.74814510345459, 13.924139976501465, 11.825322151184082, 10.496047019958496, 10.1787109375, 10.338364601135254, 10.4476957321167, 11.061755180358887]",0.05499044615418068,1125.5357814240442,2021.7774881448959,"[19.759804000739962, 16.001912419224748, 19.741457621450333, 20.910618135218186, 20.123035262330834, 19.746473468290347, 48.436442337929485]","[0.33191829919815063, 0.27595359086990356, 0.5644172430038452, 0.418946236371994, 0.2998259663581848, 0.46925294399261475, 0.28759217262268066, 0.3641107976436615, 0.2961580455303192, 0.2541472315788269, 0.4438936710357666, 0.2510305345058441]",117.45383522727273,C,0.16270217299461365,0.3751785938080147,0.7,/Users/alessandro/Music/personal_dataset/electronic/downtempo/FKJ - Way Out (Official Music Video).flac,200.21410430839003,200.21410430839003,22050,electronic,downtempo,electronic_downtempo,FKJ - Way Out (Official Music Video).flac,personal,2025-09-20 14:47:07.173728
